Year,Name,Revenue,product_name,category_name,city,state,order_date,product_name,category_name,brand_name,store_name
2016,Agatha Daniels,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,South El Monte,CA,10/31/2016,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes
2016,Agatha Daniels,1549,Surly Straggler - 2016,Cyclocross Bicycles,South El Monte,CA,10/31/2016,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes
2016,Ai Forbes,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Franklin Square,NY,6/9/2016,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes
2016,Ai Forbes,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Franklin Square,NY,6/9/2016,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Ai Forbes,2999.99,Trek Conduit+ - 2016,Electric Bikes,Franklin Square,NY,6/9/2016,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes
2016,Aileen Marquez,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Torrance,CA,12/8/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes
2016,Aileen Marquez,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Torrance,CA,12/8/2016,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Santa Cruz Bikes
2016,Aileen Marquez,2999.99,Trek Conduit+ - 2016,Electric Bikes,Torrance,CA,12/8/2016,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes
2016,Aisha Woods,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Webster,NY,11/20/2016,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Aisha Woods,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Webster,NY,11/20/2016,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Alane Kennedy,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Spring Valley,NY,6/29/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes
2016,Alane Kennedy,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Spring Valley,NY,6/29/2016,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Alane Mccarty,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,San Diego,CA,9/30/2016,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes
2016,Alane Mccarty,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,San Diego,CA,9/30/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Santa Cruz Bikes
2016,Alane Munoz,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Yonkers,NY,1/5/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Alanna Barry,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Euless,TX,9/23/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Rowlett Bikes
2016,Alanna Barry,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Euless,TX,9/23/2016,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Rowlett Bikes
2016,Alden Atkinson,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Shirley,NY,12/4/2016,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Alden Atkinson,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Shirley,NY,12/4/2016,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Alden Atkinson,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Shirley,NY,12/4/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Alden Atkinson,1549,Surly Straggler - 2016,Cyclocross Bicycles,Shirley,NY,12/4/2016,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Alec Peck,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Victoria,TX,8/17/2016,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Rowlett Bikes
2016,Aleta Mack,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Bay Shore,NY,8/20/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes
2016,Aleta Mack,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Bay Shore,NY,8/20/2016,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Aleta Mack,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Bay Shore,NY,8/20/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes
2016,Aleta Mack,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Bay Shore,NY,8/20/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Aleta Mack,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Bay Shore,NY,8/20/2016,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Aleta Shepard,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Sugar Land,TX,11/9/2016,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Rowlett Bikes
2016,Aleta Shepard,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Sugar Land,TX,11/9/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Rowlett Bikes
2016,Aleta Shepard,2999.99,Trek Conduit+ - 2016,Electric Bikes,Sugar Land,TX,11/9/2016,Trek Conduit+ - 2016,Electric Bikes,Trek,Rowlett Bikes
2016,Alexandria Zamora,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Schenectady,NY,3/21/2016,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Alexandria Zamora,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Schenectady,NY,3/21/2016,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes
2016,Alexandria Zamora,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Schenectady,NY,3/21/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Alexandria Zamora,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Schenectady,NY,3/21/2016,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes
2016,Alexis Mack,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,New City,NY,11/12/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes
2016,Alexis Mack,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,New City,NY,11/12/2016,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Alexis Mack,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,New City,NY,11/12/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Alexis Mack,898,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,New City,NY,11/12/2016,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Alexis Mack,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,New City,NY,11/12/2016,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes
2016,Alica Hunter,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,East Elmhurst,NY,11/6/2016,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Alica Hunter,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,East Elmhurst,NY,11/6/2016,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Alica Hunter,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,East Elmhurst,NY,11/6/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Alissa Craft,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Ossining,NY,11/12/2016,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Allie Conley,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Lawndale,CA,4/23/2016,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes
2016,Alline Beasley,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,North Tonawanda,NY,8/29/2016,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Alline Beasley,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,North Tonawanda,NY,8/29/2016,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Alline Beasley,2999.99,Trek Conduit+ - 2016,Electric Bikes,North Tonawanda,NY,8/29/2016,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes
2016,Allison Nolan,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,New City,NY,5/1/2016,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Allison Nolan,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,New City,NY,5/1/2016,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Allison Nolan,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,New City,NY,5/1/2016,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Allison Nolan,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,New City,NY,5/1/2016,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Allison Nolan,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,New City,NY,5/1/2016,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Almeta Benjamin,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Sunnyside,NY,5/27/2016,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Alpha King,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Rockville Centre,NY,2/28/2016,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Alpha King,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Rockville Centre,NY,2/28/2016,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Alpha King,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Rockville Centre,NY,2/28/2016,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes
2016,Alpha King,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Rockville Centre,NY,2/28/2016,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Alysha Powers,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Forest Hills,NY,8/25/2016,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,America Swanson,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Webster,NY,12/4/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes
2016,America Swanson,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Webster,NY,12/4/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Amina Salazar,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Canandaigua,NY,8/14/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes
2016,Amina Salazar,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Canandaigua,NY,8/14/2016,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes
2016,Amina Salazar,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Canandaigua,NY,8/14/2016,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Amina Salazar,3098,Surly Straggler - 2016,Cyclocross Bicycles,Canandaigua,NY,8/14/2016,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Amparo Burks,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Merrick,NY,12/9/2016,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Anderson Martin,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Canandaigua,NY,12/11/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Anderson Martin,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Canandaigua,NY,12/11/2016,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Anderson Martin,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Canandaigua,NY,12/11/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Andreas Herman,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Mount Vernon,NY,12/30/2016,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Andy O'neill,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Rego Park,NY,9/25/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes
2016,Andy O'neill,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Rego Park,NY,9/25/2016,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Andy O'neill,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Rego Park,NY,9/25/2016,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes
2016,Andy O'neill,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Rego Park,NY,9/25/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Andy O'neill,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Rego Park,NY,9/25/2016,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Angele Schroeder,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,New City,NY,7/23/2016,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes
2016,Angelina Lloyd,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Apple Valley,CA,5/11/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes
2016,Angelina Lloyd,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Apple Valley,CA,5/11/2016,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes
2016,Angie Powers,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Pomona,CA,9/4/2016,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Santa Cruz Bikes
2016,Angie Powers,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Pomona,CA,9/4/2016,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes
2016,Anisha Lang,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Rome,NY,7/29/2016,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Anisha Lang,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Rome,NY,7/29/2016,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Anisha Lang,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Rome,NY,7/29/2016,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Anisha Lang,3098,Surly Straggler - 2016,Cyclocross Bicycles,Rome,NY,7/29/2016,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Anisha Lang,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Rome,NY,7/29/2016,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes
2016,Annett Rush,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Rosedale,NY,5/26/2016,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Annett Rush,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Rosedale,NY,5/26/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes
2016,Annett Rush,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Rosedale,NY,5/26/2016,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Annett Rush,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Rosedale,NY,5/26/2016,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Annett Rush,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Rosedale,NY,5/26/2016,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Anton Barton,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Buffalo,NY,12/23/2016,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Antonetta Rocha,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Port Chester,NY,7/24/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
2016,Araceli Golden,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Fullerton,CA,4/4/2016,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes
2016,Araceli Golden,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Fullerton,CA,12/4/2016,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes
2016,Araceli Golden,3098,Surly Straggler - 2016,Cyclocross Bicycles,Fullerton,CA,12/4/2016,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes
2016,Arcelia Vinson,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,West Islip,NY,7/19/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes
2016,Arcelia Vinson,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,West Islip,NY,7/19/2016,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes
2016,Arcelia Vinson,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,West Islip,NY,7/19/2016,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Arcelia Vinson,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,West Islip,NY,7/19/2016,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes
2016,Ardelia Cooley,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Canyon Country,CA,12/12/2016,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Santa Cruz Bikes
2016,Ardelia Cooley,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Canyon Country,CA,12/12/2016,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes
2016,Ardelia Cooley,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Canyon Country,CA,12/12/2016,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes
2016,Arielle Levine,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Garland,TX,8/13/2016,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Rowlett Bikes
2016,Arielle Levine,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Garland,TX,8/13/2016,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Rowlett Bikes
2016,Arielle Levine,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Garland,TX,8/13/2016,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Rowlett Bikes
2016,Arla Ellis,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Utica,NY,1/3/2016,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes
2016,Arla Ellis,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Utica,NY,1/3/2016,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes
